"","s161_P3_258","s180_P2_392","s201_P2_195","s217_P2_360","s220_P3_264","s259_P1_379","s282_P2_631","s295_P2_794","s332_P2_760","s359_P2_950","s364_P2_972","s697_P2_870"
"DRD4",0,0,1.98e-05,1.48e-06,0,8.44e-07,3.46e-06,2.35e-06,0,0,0,1.67e-06
"DRD5",0,0,0,0,0,0,0,0,0,0,0,7.22e-06
"DSC1",1.28e-05,3.49e-05,0.000117747,0,5.14e-05,9.06e-06,2.98e-05,0.00014837,0,2.62e-05,9.96e-05,0.000333871
"DSC2",0.022071208,0.006352164,0.037594253,0.000110077,0.052767626,0.007141703,0.084910969,0.014321497,0.057336204,0.004990404,0.021205068,0.121379808
"DSC3",1.66e-06,3.01e-05,4.92e-06,0,2.49e-06,0.003453379,0.000156203,4.08e-05,4.62e-06,1.94e-06,0.003596166,0.01110527
"DSCAM",0,0,0,2.11e-06,5.8e-07,3.4e-07,3.67e-05,0,0,5.92e-07,0,9.86e-06
"DSCAML1",1.55e-06,1.32e-06,1.2e-06,2.02e-06,3.62e-06,3.13e-05,2.02e-05,0,2.02e-06,3.53e-05,0,5.18e-06
"DSG1",0.00025925,0,4.81e-05,0,1.3e-05,5.88e-05,1.86e-05,9.43e-05,0,0,8.02e-05,0.001503649
"DSG2",0.215278178,0.06449485,0.261461561,0.001255063,0.335765131,0.066832367,0.185405327,0.20010392,0.351670079,0.148584174,0.204154541,0.167154866
"DSG3",0,1.88e-05,1.46e-05,1.24e-05,1.16e-05,0.022932522,1.24e-05,6.25e-06,0,6.25e-06,2.2e-05,0.083136667
"DSG4",8.19e-05,4.37e-05,0,0,9.1e-06,2.55e-05,0,1.25e-05,0,0,0.000446906,8.19e-05
"DSP",0.285314725,0.067506091,0.420698284,0.000652087,0.124503845,0.123645072,0.386156124,0.087431638,0.157682276,0.115736511,0.06572431,0.903869289
"DUOX1",0.000347925,0.000431002,0.000851912,0.001044853,0.000137061,0.005813595,0.004647624,7.54e-05,0.002801424,0.000279541,0.002050028,0.006441866
"DUOX2",0,3.6e-05,3.81e-05,4.1e-05,1.94e-06,0.000703052,0.000247369,0,0.000226982,3.38e-05,0.000171032,4.65e-05
"DUOXA1",0.001108384,0.00815653,0.002238911,0.007709199,0.000806098,0.021614017,0.032023122,0.00010457,0.042548846,0.001882252,0.020322423,0.01229299
"DUSP15",5.17e-06,7.65e-06,0,6.88e-06,1.94e-06,1.63e-06,1.38e-06,0,0,2.78e-06,0,5.17e-06
"DYNAP",0,0,2.23e-07,0,0,0,0,0,0,0,0,9.61e-08
"DYNC2H1",0.000220102,0.000128739,0.000565549,0.000181597,0.000606052,0.000647012,0.000257722,7.27e-06,0.001014449,0.000231297,0.000415937,0.001176476
"DYSF",0.000858018,0.000628388,0.00088961,0.0009326,0.002089648,0.001442313,0.001747678,0.000615018,0.004280105,0.000310183,0.000753083,0.003298088
"ECE1",0.006888696,0.007832066,0.028138087,0.009558654,0.008387482,0.006934943,0.052759876,0.004976471,0.027276976,0.0031374,0.018743169,0.008088449
"ECEL1",0,0.00019959,0,4.44e-06,0,0,0.000337247,9.16e-06,0,0,0,0
"ECSCR",2.26e-05,2.77e-05,4.02e-05,2.94e-05,1.9e-05,8.54e-05,3.03e-05,1.09e-05,2.99e-05,2.01e-05,7.91e-05,2.79e-05
"EDA",2.09e-05,2.56e-05,5.35e-06,3.19e-05,2.19e-05,3.87e-05,5.24e-05,4.83e-06,1.43e-06,3.87e-06,1.64e-06,9.57e-05
"EDA2R",0,6.28e-06,6.4e-06,4.43e-06,0,6.4e-06,2.21e-05,0,2.21e-06,0,0.000147158,2.73e-05
"EDAR",0,4.58e-05,0,0,3.2e-07,1.6e-05,2.44e-05,0,0,0,0,1.21e-05
"EDNRA",0.001467907,4.07e-06,0.003163692,1.11e-05,0.001538669,2.1e-05,0.000547073,0.001001466,0.004490746,6.78e-05,0.006230546,0.000144816
"EDNRB",8.38e-05,9.87e-05,0.000317629,6.7e-05,2.86e-05,0.000539535,0.000122899,0.000161031,0.00019217,0.000155837,0.000674423,7.04e-05
"EEF1A1",0.111271491,0.096765951,0.194669117,0.052496623,0.098937871,0.074515682,0.114592846,0.074396005,0.151651701,0.146827848,0.084859547,0.242597382
"EFCAB14",0.024045649,0.065934991,0.065272903,0.025632283,0.026965506,0.037205394,0.034516881,0.105003933,0.027111542,0.064320286,0.044338588,0.020901789
"EFNA1",0.014632211,0.031864991,0.064713029,0.027393897,0.007575721,0.034049356,0.03932051,0.103769915,0.017060313,0.061059878,0.009189448,0.030596229
"EFNA2",0,2.89e-06,3.09e-05,0,2.77e-06,0,0,0,2.03e-05,1.45e-05,0,2.77e-06
"EFNA3",5.83e-05,9.13e-05,0.0002506,0.000283585,9.96e-05,0.000323111,0.000237282,0.000193338,0.000100168,0.000720825,0.000160283,0.000262897
"EFNA4",0.000152136,0.000796603,0.000821313,0.000189327,0.000158263,0.000291659,0.001143086,0.001183869,0.000294753,0.001206104,0.000716784,0.000182768
"EFNA5",0.008652774,0.002967829,0.000398365,0.000661692,0.008753601,0.004632153,0.012345376,0.008232505,0.002332192,0.003083962,0.006270036,0.011045606
"EFNB1",0.001772871,0.003230704,0.00991744,0.001108862,0.000564095,0.007678651,0.003657738,0.000608105,0.006547803,0.000693955,0.001531803,0.042082726
"EFNB2",0.090766785,0.005951359,0.001266692,0.005599277,0.027887848,0.009144478,0.004271544,0.004433994,0.052177405,0.006346597,0.010069915,0.028964707
"EFNB3",7.49e-06,2.15e-05,0.000131547,0.000110731,4.87e-05,2.78e-05,0.000409552,3.01e-05,0.000282136,0.000303225,0.000254337,0.000284799
"EFR3A",0.003353316,0.001176783,0.001380108,0.001679656,0.004283256,0.000868392,0.001098126,0.003154773,0.004786062,0.002448704,0.002906404,0.007573882
"EGF",0.000670601,0.000220585,0.000927133,6.19e-06,0.000163419,0.000101901,4.4e-05,0.000226966,0.000284071,0.000181089,0.000250576,0.000298414
"EGFR",0.002400561,0.000140455,0.004920692,0.001657511,0.005079201,0.003098423,0.016777765,0.00312927,0.002886594,0.000140797,0.00308729,0.002766424
"EHD1",0.00629447,0.001590079,0.005402974,0.003355932,0.00741194,0.001487746,0.001242811,0.003172872,0.009115662,0.001470207,0.003880242,0.002077111
"EHD2",0.003775268,0.000598457,0.008357587,0.006047116,0.001893347,0.004430081,0.002893357,0.001947596,0.011555514,0.004266053,0.001536454,0.005776699
"EHD3",0.001839556,0.002409063,0.010918115,0.000990308,0.001076813,0.008259791,0.00419578,0.000518406,0.001511523,0.001219779,0.000822814,0.015929659
"ELFN1",9.8e-07,5.27e-07,3.64e-05,4.17e-06,2.45e-06,4.32e-06,1.98e-05,0,1.04e-06,0,1.54e-05,3.53e-05
"ELFN2",0.001718699,0.000861471,0.001513848,0.004088583,0.007883008,0.000175587,0.001823802,0.004874404,0.00083296,0.000325052,0.000959277,0.000879649
"EMB",0.00193954,0.003111931,0.003528395,0.000116237,0.004462878,0.001399922,0.001412911,0.017336044,0.004723392,0.005136681,0.001900098,0.00167399
"EMCN",0,0,0,0,0,0,0.000259511,0,0,0,0,0
"EMP1",0.02580694,0.002817617,0.010496786,0.002713286,0.047465989,0.008343225,0.001117824,0.008811124,0.017929614,0.014339552,0.005862691,0.110152118
"EMP2",0.06019976,0.087082073,0.127986401,0.204243297,0.084528327,0.10499802,0.198270054,0.319471474,0.108368108,0.214401254,0.031032479,0.171070026
"EMP3",0.024638618,0.005077426,0.003338101,0.0015515,0.024960359,0.001236338,0.002346404,0.013656524,0.00730701,0.004114487,0.002495144,0.020471722
"ENG",0.002828726,0.000138656,0.002444455,0.006665065,0.00226298,0.001814244,0.011512975,0.002747509,0.008151238,0.003749268,0.010836452,0.000101026
"ENO1",0.007638306,0.004648147,0.008281506,0.00865524,0.006316545,0.002174968,0.014010926,0.011760731,0.009023422,0.008621258,0.006891139,0.008531159
"ENOX1",8.64e-06,1.19e-05,1.81e-05,7.55e-06,8.64e-06,1.61e-05,8.49e-06,8.33e-06,1.04e-05,1.37e-05,2.21e-05,2.44e-05
"ENOX2",9.67e-05,4.82e-05,0.000123373,2.52e-05,4.88e-05,8.62e-05,0.000106299,8.21e-05,0.000231495,5.12e-05,9.99e-05,0.000176517
"ENPEP",3.01e-06,5.49e-05,2.55e-05,7.95e-06,0.000146507,0.000191178,0.000237628,3.48e-06,0.00020936,1.22e-05,0.000131093,0.00012472
"ENPP1",6e-05,0.000180382,8.13e-05,4.26e-05,6.83e-05,6.01e-05,0.000669789,0.000502493,0.00251171,0.000229773,0.000132629,3.72e-05
"ENPP3",0.000507371,3.25e-05,1.7e-05,0.00046984,1.78e-05,9.61e-06,0.000878212,0.001819692,2.92e-05,0.000246881,7.69e-05,7.13e-07
"ENPP4",0.000462984,0.000879405,0.000781752,0.000937855,0.001614886,0.000202676,0.001421685,0.000849121,3.97e-06,0.001700609,0.000182409,2.23e-05
"ENPP5",5.53e-05,0.000358501,0.000180034,0.000264474,0.000150568,6.02e-05,0.000234372,0.000375176,1.29e-06,0.000488895,0.000106687,8.97e-06
"ENPP6",0,1.16e-06,0,0,0,0,4.06e-06,0,0,0,0,0
"ENPP7",9.27e-07,0,0,0,0,0,0,0,0,0,0,0
"ENTPD1",3.22e-07,1.23e-05,0,4.63e-07,3.22e-07,6.65e-08,1.09e-05,0,0,0,6.65e-08,3.22e-07
"ENTPD2",7.67e-05,0.002172624,0.000171656,9e-05,0.000322306,0.000330109,0.000658211,0.000372817,0.000129392,0.002198336,3.96e-05,0.001718964
"ENTPD3",0.000104037,8.2e-06,0.000156386,0.000376499,5.74e-05,8.84e-05,0.000123697,2.46e-05,0.000139244,2.73e-06,3.84e-05,0.000299364
"EPB41",0.002283654,0.002349478,0.010856942,0.002112801,0.001867669,0.001644136,0.002825091,0.004188153,0.004753567,0.003106685,0.004751802,0.001815253
"EPB41L1",0.012149648,0.072896577,0.038944455,0.014605106,0.020625574,0.070161179,0.014902986,0.079516111,0.010096137,0.040589154,0.023877897,0.009530572
"EPB41L2",0.001350888,0.000211654,0.000375731,0.000445927,0.001426249,0.000281372,0.001131457,0.000143038,0.001351548,0.000755157,0.00059231,0.001482707
"EPB41L3",1.46e-05,0.000480357,1.33e-05,1.78e-05,1.65e-05,3.9e-05,0.005767238,7.26e-06,4.33e-05,3.87e-05,0.000146973,0.000146999
"EPCAM",0.064215271,0.039218941,0.087771222,0.039006523,0.061934869,0.007569295,0.053773138,0.087157879,0.073315291,0.038845299,0.061690151,0.044091347
"EPGN",2.23e-06,1.14e-06,1.31e-06,0,2.23e-06,2.61e-06,1.62e-06,0,0,0,3.65e-05,0.000996407
"EPHA1",5.93e-05,2.16e-05,0.000127041,1.02e-05,6.83e-05,0.000114293,4.54e-05,6.91e-05,2.88e-05,2.68e-05,8.76e-05,0.000104502
"EPHA10",0.000373858,0.000154041,0.000833894,3.13e-05,0.000330319,5.94e-05,5.53e-06,0.000287111,0.000567638,0.000129038,0.000906502,7.1e-05
"EPHA2",0.002330927,0.001748676,0.000782396,0.002571437,0.002844917,0.001152017,0.002171212,0.001045189,0.001723245,0.004094389,0.001205897,0.001876151
"EPHA3",0.000333162,0.001437547,0.000382867,0.000223821,0.000377915,0.000418318,0.000802836,0.00043925,0.00039412,0.000176841,0.001212413,0.000198902
"EPHA4",0.00121035,0.000446897,0.001505448,0.000381015,0.000938399,0.001404877,0.003881561,0.00145889,0.001062268,0.003768185,0.000381682,0.000793353
"EPHA5",7.36e-06,1.73e-06,0,0,0,0,0,0,2.03e-06,8.66e-07,5.22e-05,1.05e-06
"EPHA6",1.44e-05,2.53e-06,4.54e-06,0,0,6.36e-06,1.06e-06,0,1.06e-06,8.44e-07,8e-05,1.8e-06
"EPHA7",4.12e-05,0.002265415,0.000344699,0.000647029,3.3e-05,0.000182902,0.001121516,3.08e-05,2.16e-05,0.00329049,0.000246214,2.47e-05
"EPHA8",0,4.16e-06,0,0,0,0,4.1e-06,4.16e-06,0,6.24e-06,0,5.14e-05
"EPHB1",4.91e-06,9.39e-06,6.09e-05,4.8e-06,1.91e-06,1.07e-05,2.14e-05,2.82e-06,6.29e-06,5.87e-06,1.39e-05,2.32e-06
"EPHB2",0.000444118,0.000213521,0.000256574,4.75e-05,0.000919789,0.000105133,0.000115593,0.000594863,0.000416348,0.000343149,0.000832649,0.000235656
"EPHB3",0.00071493,0.00126958,0.002451972,0.003047101,0.000849296,0.003212819,0.023598822,0.003436533,0.006607374,0.001075731,0.000709697,0.005438029
"EPHB4",0.009439752,0.005300229,0.010054889,0.002805175,0.008338386,0.00401881,0.020146999,0.006648527,0.006419114,0.003911704,0.008383092,0.007094014
"EPHB6",9.87e-06,0.000209964,0.000155791,0.00017299,0.01843484,0.000447899,0.002951182,1.26e-05,0.007921124,2.1e-05,5.84e-05,0.000192557
"EPOR",4.25e-05,0.00027526,0.000885848,0.000408197,0.000273481,7.89e-05,0.002065964,0.001604181,0.000183841,0.001267646,0.000388319,0.000294723
"EPS8L2",0.032337007,0.009949132,0.076375014,0.083506979,0.053496182,0.038046497,0.050994547,0.016675978,0.0743401,0.016073757,0.013551796,0.045837594
"EQTN",0,0,5.24e-06,0,0,5.24e-06,5.1e-06,1e-05,0,0,1.57e-05,0
"ERBB2",0.026200347,0.037131264,0.058622216,0.007802259,0.030992178,0.017251466,0.033266484,0.064433832,0.012786401,0.091901088,0.015484708,0.015637218
"ERBB3",0.051914009,0.169520027,0.228574505,0.049820226,0.065285222,0.056736312,0.168297805,0.110950523,0.06681462,0.110653439,0.069157431,0.051183975
"ERBB4",1.54e-05,2.63e-05,4.41e-06,0,0,0.000339686,0.000228819,5.27e-06,9.06e-06,0.00102699,0,0
"ERC1",0.009730153,0.005506469,0.032851916,0.010216597,0.003870598,0.004977539,0.018561889,0.011827036,0.074421423,0.009325447,0.016396266,0.029168689
"EREG",0.007104798,0.000954037,0.051374359,0.000177972,0.041419505,0.000103374,0.002183127,1.26e-05,0.097610692,0.000659039,0.040657168,0.001820458
"ERMAP",0.001257808,0.001719698,0.002610988,0.000671686,0.000736645,0.002076649,0.003536,0.001562828,0.002171406,0.001161954,0.003679654,0.003192131
"ERMP1",0.006396578,0.002393886,0.022079603,0.003749982,0.002655953,0.067743784,0.039848901,0.002641845,0.018564469,0.007969441,0.031264697,0.032824143
"ERVFRD-1",0,0,0,1.48e-05,0,0,0,0,0,0,0,0
"ERVMER34-1",4.49e-05,4.23e-05,0.000330772,8.06e-05,2.26e-06,2.99e-05,9.75e-05,0,2.71e-05,0,0.000417686,0.000736592
"ESAM",2.38e-05,6.75e-06,2.8e-06,0.000536132,2.24e-05,1.05e-05,3.46e-06,2.16e-05,1.21e-05,1.38e-05,2.45e-06,1.69e-05
"ESYT1",0.004045986,0.001978458,0.011055553,0.000684246,0.003341343,0.001205295,0.005799501,0.001656965,0.006092061,0.001292674,0.00485091,0.005764451
"ESYT2",0.031678395,0.010016362,0.025851121,0.011951869,0.014557867,0.006127813,0.021469381,0.019086,0.039615601,0.022265001,0.018179191,0.011398185
"ESYT3",0.000788979,0.001736335,0.006744072,0.003306014,0.001596706,0.000105997,0.002760476,0.006856019,0.00124384,0.000165974,0.000503488,0.001408858
"ETNK1",0.007630824,0.008587854,0.039563244,0.00952489,0.009288725,0.01118581,0.02173331,0.012051519,0.048961517,0.00848426,0.018722014,0.007978777
"EVA1A",0.000123933,1.76e-05,0.000175751,6.72e-05,8.82e-05,2.71e-05,0.000444755,7.66e-05,0.000961294,7.64e-07,0.000334144,1.07e-05
"EVA1C",0.001518709,0.002932935,0.001086661,0.002522161,0.000703637,0.006912665,0.002880163,0.013583748,0.000553252,0.003012832,1.31e-05,0.010016705
"EVC2",0.00110334,0.000255366,0.001214258,0.00010511,0.002262244,0.000312046,0.000198542,0,0.001740159,8.24e-06,0.003596903,4.76e-05
"EVI2B",6.29e-06,2.73e-06,0,0,4.37e-05,8.58e-06,0,8.2e-06,2.67e-05,0,2.14e-07,1.89e-06
"EXOC1",0.000910124,0.000751069,0.001937729,0.000446619,0.001038485,0.001433347,0.000814344,0.000706502,0.001283202,0.000816097,0.000961742,0.0015065
"EXOC7",0.021641412,0.005761813,0.025225214,0.003775369,0.020556241,0.007929404,0.016961722,0.010367574,0.010846113,0.012768448,0.011289202,0.028306253
"EZR",0.128887955,0.026930352,0.12427182,0.104748268,0.162100027,0.042770606,0.086030411,0.042995214,0.060194517,0.154211541,0.079635529,0.073420375
"F11R",0.008091273,0.00684978,0.021805274,0.010226137,0.009293455,0.009505983,0.030172145,0.013006046,0.015903132,0.013231393,0.010620181,0.01575849
"F2R",0.000194134,0.000501102,0,3.17e-06,0.002824652,0.002685024,0.011117665,0,0.000465405,0.000579051,4.61e-06,0.001773092
"F2RL1",0.008425286,0.005499448,3.64e-05,8.08e-05,0.016992703,0.00078225,0.00167214,6.53e-06,0.001806027,0.003637175,0.000405374,0.002409238
"F2RL2",0,3.74e-07,0,0,0,3e-06,3.5e-06,0,0,0,0,0.000110398
"F2RL3",8.7e-07,0,0,2.96e-05,5.22e-06,0,9.7e-05,0.000919004,0,0,3.98e-06,0
"F3",0.000209976,0.000110638,0.000302081,7.16e-05,0.003030922,0.000721862,0.000490145,0.000209719,0.001452102,0.000181546,0.00161676,0.000667814
"FADD",0.016755156,0.007193542,0.014245963,0.005993218,0.008660703,0.020828977,0.008303112,0.01534509,0.02169839,0.012185686,0.012125444,0.014964468
"FAIM2",0,0.00022401,0,0.001552667,0,6.15e-05,0.005628416,0,0,0,0,1.2e-05
"FAM171A1",1.16e-05,0.000675142,0.000267192,2.22e-05,8.83e-05,0.000388264,0.001457531,0.000141219,0.000763993,3.49e-05,0.001063201,0.000624815
"FAM171A2",0.000254062,4.86e-05,0.000789375,0.0001559,0.000291701,0.000247274,0.003262765,0.000803625,0.000367479,0.000273762,0.000109371,0.001204441
"FAM171B",0.000144551,0.002255247,0.000308236,0.000828966,0.000376674,0.000687853,0.00136282,4.73e-06,0.000709595,0.001995187,0.001460066,0.000532557
"FAM174A",0.000206732,0.000252532,0.000287981,7.11e-05,7.53e-05,0.000111737,0.000280798,0.000937253,0.000180513,0.000255923,0.0001797,0.00043414
"FAM174B",0.000161946,0.000250469,0.000135099,0.000252212,0.000153271,0.000104247,0.00018303,0.000482043,6.02e-05,4.07e-05,3.73e-06,5.21e-05
"FAM187B",0,0,0,4.13e-06,0,0,0,5.89e-06,0,0,0,4.74e-06
"FAP",0.000116349,0.000185106,0.000211845,5.66e-05,9.22e-05,9.88e-05,5.53e-05,5.09e-05,0.000121773,0.000114005,0.00019831,4.61e-05
"FAS",0.001319101,0.000117672,0.000915107,0.000222023,0.000528578,0.000126046,0.00034997,0.000575977,0.003893454,0.00151205,0.000558098,0.000568646
"FASLG",0,0,0,0,1e-05,0,0,0,0,0,1.16e-05,0
"FAT1",0.002052706,0.00232108,0.001712961,0.000191245,0.002606436,0.001643618,0.00067938,0.000752282,0.001964873,0.0004703,0.002318756,0.008055074
"FAT2",0,0,7.22e-05,1.95e-06,0.000561552,0.007458821,0.00564755,0,0.000126537,0,0.001007485,0.074191125
"FAT3",0,1.91e-05,0,0,1.11e-05,1.95e-05,5.73e-05,1.43e-05,6.74e-06,9.55e-06,0,1.39e-05
"FAT4",0.002792916,0.000366967,0.002552042,4.68e-05,0.001241296,0.000133491,4.01e-05,0.005244566,0.00350613,0.001238513,0.00244996,0.001606383
"FCAMR",0,2.4e-06,2.49e-06,3.07e-06,0,6.22e-07,0,5.39e-06,0,1.2e-06,6.22e-07,0
"FCER1G",3.61e-05,4.92e-05,1.41e-05,0,0,2.82e-05,7.02e-05,0,0.000105261,2.46e-05,4.23e-05,7.25e-05
"FCER2",0,0,0,0,0,0,0,0,0,0,0,0
"FCGR1A",0,0,0,0,0,0,0,0,0.001241414,0,0,0
"FCGR2A",0.000111776,0.000700929,0.004080864,0.015405699,0,0.000396751,0.00911041,0.036027168,0.016520747,0.023035916,0.001076895,0.002514954
"FCGR2B",0,0,0,0,6.36e-05,9.02e-05,0.000122625,0,0.001375789,0,0,0
"FCGR3A",0,0,0,3.94e-05,0,0,0,0,3.94e-05,0,0.000383632,0
"FCGR3B",0,0,4.04e-05,4.73e-05,0,0,4.73e-05,0,4.73e-05,7.5e-05,0,0
"FCGRT",0.005021398,0.0083985,0.012764754,0.006034967,0.006306441,0.004100319,0.01368931,0.018764067,0.003103886,0.009995505,0.002009393,0.000151359
"FCHSD2",0.032284549,0.017056219,0.061275008,0.032649315,0.018680335,0.02653469,0.048316659,0.032323323,0.102589654,0.06970801,0.028908795,0.018126461
"FCMR",9.14e-05,0.000940775,0.002051075,0.000147063,0,0.025638498,0.002500068,0.004829312,0.001764754,0.001191649,0.00179469,0.000182783
"FCRL1",0,0,0,0,0,0,0,0,0,4.26e-07,0,0
"FCRL2",1.59e-06,0,1.87e-06,0,0,3.74e-06,0,0,0,6.19e-05,0,0
"FCRL3",0,0,4.81e-07,0,0,0,0,0,0,2.76e-06,0,0
"FCRL4",0,0,0,0,0,0,0,0,0,1.78e-06,0,0
"FCRL5",0,0,0,0,0,0,0,0,0,4.69e-06,0,0
"FCRL6",0,0,0,0,0,7.11e-06,1.15e-05,1.51e-05,0,7.57e-06,3.55e-06,0
"FER",0.002131711,0.000975255,0.002722872,0.00053829,0.001532337,0.00196094,0.004281365,0.000136326,0.005687371,0.001527554,0.002185506,0.004822768
"FES",3.91e-05,0.00027189,0.000402498,9.6e-05,3.99e-05,0.000179405,0.000120778,0.000580401,8.02e-05,0.00026856,0.000352884,1.59e-05
"FFAR1",0,0,0,0,0,2.92e-07,0,0,0,0,0,0
"FFAR2",0,0.000247589,0.00023125,2.12e-05,0,0.000205556,0.001737546,0.003292939,2.12e-05,2.48e-05,0.000642362,0.000109285
"FFAR3",0,0,0,0,0,5.37e-07,4.39e-06,0,0,0,0,0
"FFAR4",6.43e-07,1.24e-05,1.02e-05,0,6.76e-06,4.46e-06,6.57e-06,0,1.49e-06,1.51e-06,1.91e-06,6.43e-07
"FGF10",0,1.49e-05,2.53e-05,1.17e-05,6.13e-06,0.000139198,1.17e-05,5.95e-06,0,2.98e-06,1.27e-05,1.23e-05
"FGFR1",0.000498889,0.000794091,0.001402107,0.000557237,0.001837934,0.002186146,0.002253439,0.001728711,0.001648884,0.000612925,0.023017447,0.000354283
"FGFR2",2.72e-05,0.000833587,3.16e-05,0.000610012,0.000536588,0.003898233,0.001584918,1.79e-05,6.96e-06,0.002088776,4.31e-05,0.000164649
"FGFR3",9.97e-05,0.019988,0.002907181,0.026069124,0.021707057,0.037274714,0.06630543,0.000942948,0.001108622,0.013323528,0.000217801,0.033275322
"FGFR4",1.05e-06,3.02e-05,3.64e-05,1.11e-06,4.39e-06,7.98e-06,2.14e-05,2.76e-06,5.29e-05,4.89e-06,3.08e-05,3.24e-05
"FGFRL1",0.000878341,0.000423652,0.000846795,0.000192033,0.000759492,0.000234462,0.000760776,0.001157766,0.000722615,0.001038108,0.00078003,0.000366455
"FGR",9.96e-05,3.12e-05,4.61e-05,1.47e-05,2.07e-05,0.000111139,0.000139952,3.12e-05,7.86e-05,2.53e-05,0.000157273,4.98e-05
"FKRP",0.001844691,0.001180155,0.001259016,0.000471185,0.001975409,0.001277761,0.001227451,0.001666816,0.001030213,0.002238644,0.000781027,0.001612282
"FLNA",0.166349267,0.030269265,0.183168223,0.025277876,0.231961936,0.039866266,0.075490388,0.087409471,0.156184464,0.052664903,0.079814328,0.297157786
"FLRT1",2.68e-06,5.46e-06,3.78e-06,2.02e-05,2.68e-06,6.8e-05,9.33e-06,1.46e-05,7.77e-06,0,5.66e-06,0
"FLRT2",4.26e-05,4.29e-05,1.56e-05,5.4e-05,1.83e-05,0.000286904,0.000509701,1.52e-05,0.000322846,2.59e-05,0.000435446,0.001247783
"FLRT3",1.43e-05,4.12e-05,0.000106486,2.19e-05,3.1e-05,0.000242509,0.00024255,4.62e-05,2.55e-06,0.000158444,1.36e-05,4.03e-05
"FLT1",0.000100273,0.000102476,0.000202466,0.000227291,3.34e-05,0.000306965,0.000389641,8.54e-05,0.000186703,9.11e-05,0.000287371,0.000111415
"FLT3",1.13e-06,6.52e-06,8.18e-06,1.32e-06,1.13e-06,1.36e-05,6.62e-06,1.3e-06,0,0,1.09e-05,0
"FLT3LG",0.0010491,0.000186218,0.000141563,0.000242035,0.000414118,0.00088287,0.000324961,0.000611743,0.000467132,0.001332274,3.54e-05,0.001145713
"FLT4",1.01e-05,5e-06,6.45e-05,8.89e-06,2.61e-06,3.79e-05,7.31e-05,2.5e-06,2.41e-05,5.56e-06,4.02e-05,4.18e-05
"FLVCR1",0.000298922,0.001479446,0.001586818,0.000669499,0.000370599,0.000614409,0.002296356,0.002203704,0.001708917,0.001340265,0.000645855,0.000617667
"FLVCR2",2.14e-05,5.01e-06,7.29e-05,2.03e-05,4.04e-05,7e-06,0.000158849,2.25e-05,3.38e-05,9.54e-06,0.000173477,1.13e-05
"FNDC4",5.17e-07,2.01e-06,1.24e-05,7.61e-07,9.59e-07,1.49e-06,1.07e-05,1.07e-06,2.37e-05,1.07e-06,1.78e-06,6.02e-06
"FNDC5",0,2.95e-06,4.39e-05,8.4e-07,1.45e-06,2.04e-05,8.15e-05,6.2e-05,9.24e-06,3.74e-05,2.04e-06,5.79e-06
"FNDC9",0,0,1.77e-06,0,0,0,0,0,0,0,0,0
"FOLH1",0,0.000396641,2.29e-06,1.95e-05,0,2.29e-05,5.85e-06,4.72e-06,0,3.31e-05,6.87e-06,0.000633159
"FOLR1",6.08e-06,1.39e-05,0.001338755,0.002131112,9.24e-06,0.000555258,0.000129305,0.000433969,2.25e-05,0.000741197,3.89e-05,1.22e-06
"FOLR2",0,0,4.46e-06,0,0,0,0,0,0,0,0,0
"FPR1",0,0,3.46e-06,0,2.39e-06,4.94e-07,0,0,0,0,4.94e-07,4.79e-06
"FPR2",0,0,7.68e-07,0,0,7.68e-07,0,0,7.97e-07,1.13e-06,1.54e-06,0
"FPR3",0,0,0,5.33e-07,0,0,0,0,0,0,0,0
"FRAS1",2.29e-05,0.002427945,1.03e-05,0.000878654,0.00041024,0.000347322,0.001887108,4.49e-06,3.29e-05,0.000264707,8.02e-06,6.54e-05
"FREM2",0,0.002788616,0.000333647,0.000817073,0,0.000727247,0.002014549,0.000394848,0,0.001005629,2.61e-06,0
"FRS2",0.003192406,0.031043817,0.018777522,0.002628229,0.004156019,0.026037015,0.009102457,0.007630271,0.013404444,0.005997611,0.008943924,0.008941341
"FURIN",0.000861467,0.002988872,0.01565368,0.002501521,0.001551027,0.00640232,0.00529495,0.010650748,0.003955824,0.001737855,0.006404581,0.002641661
"FUT3",0.000311657,6.89e-05,0.000317275,2.5e-05,0.000557218,0.0003668,0.000106736,0.000239057,0.000249505,0.000146321,6.32e-05,0.000577466
"FXYD5",0.069614887,0.041002299,0.033737518,0.011616736,0.126689466,0.016567055,0.08740921,0.107388886,0.232400359,0.099887064,0.144887262,0.126728751
"FYN",0.008296545,0.001949274,0.004462967,0.001765485,0.001727674,0.004000988,0.006576114,0.010607094,0.002251276,0.00131133,0.00834193,0.001137433
"FZD1",0.000571399,0.000395139,0.001257378,0.000603844,0.000234574,0.000495454,0.00421011,0.000119483,0.000240826,0.000435025,0.000162112,0.000667635
"FZD10",1.25e-06,7.55e-05,0,0,0,5.34e-07,0,1.56e-06,1.09e-06,0,0,1.25e-06
